Item_Iden,Item_Weig,Item_Fat_,Item_Visib,Item_Type,Item_MRP,Outlet_Ide,Outlet_Est,Outlet_Siz,Lo_Outlet_,Typ_Item_O,Item_Sales
DRC09,18.602840113094665,low fat,0.06593504752401864,Meat,47.54641850950863,OUT048,1991,Small,Tier 3,Supermarket,1064.681956577409
FDN06,7.870740163231944,Regular,0.07921731677909646,Breakfast,244.22943055627724,OUT041,2007,Medium,Tier 2 ,Shopping Complex,627.6437210551567
FDA02,10.742145793020464,No Fat,0.04053947915872907,Health and Hygiene,195.83232938836258,OUT034,1992,High,Tier 3,Supermarket,1141.7619533001687
FDN01,13.551775970859728,LF,0.0376115898084026,Others,121.13553701526213,OUT034,1997,Medium,Tier 3,DCO,1491.2334343506786
FDX08,11.14002808399048,Regular,0.10754450357283334,Seafood,150.16583267786513,OUT029,1995,High,Zone A,Hypermarket,1341.9074416617086
FDX15,17.204632771383544,No Fat,0.065393622380763,Canned,36.56258131066217,OUT040,2007,Small,Rural,DCO,60.0
FDN01,13.864069441821357,No Fat,0.05733254982988725,Household,136.60109236044735,OUT028,2000,Medium,Rural,DCO,1256.4317922089117
DRC06,13.378692650100552,No Fat,0.026197726937511354,Dairy,112.24947565970547,OUT053,2005,Large,Tier 3,Shopping Complex,20.702912856072544
FDN13,17.30979764252991,reg,0.044461066751471566,Health and Hygiene,132.92630866213526,OUT034,2005,Medium,Tier 2,Hypermarket,551.4495813374389
FDA04,10.662270617239166,low fat,0.02622720471531932,Meat,93.33444911057086,OUT010,1996,Small,Tier 1,Shopping Complex,749.2706935192803
FDA12,8.799894115728517,reg,0.13623874285110987,Meat,41.68024066546761,OUT029,1991,High,Rural,DCO,576.8929386042363
DRC11,11.409434750234256,No Fat,0.17583634738996706,Meat,121.98732077314727,OUT034,2006,Small,Tier 2 ,Grocery Store,1569.285548769636
FDA18,9.389970400958136,Low Fat,0.027364732045690798,Baking Goods,140.88159814857988,OUT024,1994,Very High,Rural,DCO,831.5815378932398
FDX14,14.992889547114977,LF,0.04485973065930473,Household,83.93807862358305,OUT002,2000,Very High,Tier 3,Hypermarket,307.3120783537582
FDX06,9.020446357907181,reg,0.04134562865074925,Baking Goods,138.62005357313882,OUT021,1995,High,tier-3,Hypermarket,648.9746788029596
FDA22,11.758946220074295,LF,0.15544798972018742,Breads,207.41516526987263,OUT017,1992,Very High,Zone A,Hypermarket,810.7504951765318
FDX10,12.650950705086855,reg,0.04720865917623436,Meat,176.42723990009614,OUT024,1996,Very High,Rural,Grocery Store,104.82610558109127
FDA09,12.460332805736483,,0.03755959707109468,Soft Drinks,223.73791240332622,OUT011,1999,Medium,Tier 3,DCO,1656.6253101818902
DRC02,8.239835712180012,Low Fat,0.07755359621961064,Meat,131.68421421273496,OUT044,1990,MEDIUM,Tier 2,DCO,959.2670675939873
FDN01,11.288885050066433,reg,0.053089819433373195,Vegetables,152.86143115813744,OUT011,1996,Medium,Tier 3,Shopping Complex,818.8943107081709
FDA01,9.66359044728522,low fat,,Baking Goods,211.48166591049878,OUT059,2007, Medium ,Tier 2,Grocery Store ,1243.833023650912
FDN05,3.5,No Fat,0.06556923781997752,Household,206.9139053490919,OUT019,1991,Mid-Size,Tier 2,Supermarket,1199.1763004823626
FDA08,14.436663401417517,,0.14212602015361767,Starchy Foods,263.23511522707224,OUT006,2006,High,Tier 2,Supermarket,1408.3851524294723
FDN09,11.024884719736828,LF,0.028779789494096493,Hard Drinks,73.89026881713991,OUT012,1999,High,Tier 2,Supermarket,667.8929077976418
FDN14,16.770131673895754,reg,0.021765554599119805,Snack Foods,141.12891014479922,OUT017,1996,Very High,Tier 3,Hypermarket,1601.927068318434
FDN02,20.404614314971212,LF,0.11528891959198605,Breads,25.0,OUT040,2005,Small,Rural,Supermarket,502.2488418033277
FDA19,16.67409033337689,low fat,0.14711996088098234,Breakfast,52.48714598138142,OUT030,1993,High,Tier 2,Grocery Store,786.5986254373333
FDN13,14.459976029626874,low fat,0.14411351354881202,Meat,177.28180644287008,OUT046,1992,Small,Tier 1,DCO,764.0794629109299
FDX03,17.64455824846019,LF,0.046801091578942335,Snack Foods,229.9617433903426,OUT035,2007,Very High,Tier 1,Shopping Complex,1032.6541766696414
FDX10,10.335024262654446,LF,0.060604893009694134,Baking Goods,164.75219623418533,OUT027,2005,Small,Tier 3,Shopping Complex,1408.666373162595
FDN07,15.59804778100747,Regular,0.043388137607708946,Household,70.06656928013321,OUT036,2000,High,Tier 1,Shopping Complex,87.57218077310506
FDN05,9.95936343643336,LF,0.07156786329727853,Meat,204.58877260099496,OUT040,1994,Very High,Tier 1,Shopping Complex,1683.94340477819
FDA23,13.801265814876924,No Fat,0.23124049184150708,Meat,211.56910220918223,OUT007,1995,Very High,Tier 1,Shopping Complex,1950.6198449562046
FDN16,6.1685867291040335,Low Fat,0.26251285167783556,Meat,188.8706163795983,OUT010,1996,Small,Rural,DCO,481.86213180571724
FDX11,23.939771796169826,LF,0.040985521661320856,Frozen Foods,65.21159131593288,OUT031,1997,Small,Tier 3,Supermarket,60.0
FDA23,8.678815413387499,low fat,0.0833446688591802,Meat,99.84213256228897,OUT002,1994,Very High,Rural,Supermarket,456.304040658446
DRC13,19.3863885007065,No Fat,0.1404454884316781,Others,121.28295796147323,OUT014,2005,Tiny,Tier 3,Grocery Store,772.1158006731382
FDA21,9.484152011759784,Regular,0.05991720662645695,Breads,102.03818879956553,OUT037,1995,Medium,Tier 1,DCO,31.982835390364244
FDX10,6.984411562653867,reg,0.07488230582074247,Starchy Foods,85.86467426358999,OUT020,2005,Very High,Rural,Shopping Complex,1073.3319090792793
FDX05,14.030215201252522,Regular,0.02679507069997592,Meat,192.32394070918446,OUT008,1996,Medium,Tier 2,Shopping Complex,766.2634291771984
DRC02,14.959446184197953,LF,0.14397123720220012,Meat,63.21472042479651,OUT041,1998,Tiny,Tier 2,Supermarket,635.683401432439
FDN11,11.31475669571296,No Fat ,0.28824073587003657,Canned,199.30391164928767,OUT058,1997,High,Tier 2,Hypermarket,844.9226648366478
FDA13,12.825417058586282,LF,0.1278902322187892,Canned,95.30694150855402,OUT024,1991,Tiny,Tier 2,,541.7818088743602
FDN18,,LF,0.02176725958037029,Dairy,105.43472293281766,OUT012,1998,Mid-Size,Tier 2,Shopping Complex,844.6792128046532
FDX02,14.201734513287334,LF,0.06874868651424226,Dairy,122.3655125462491,OUT056,1995,,Tier 3,DCO,1532.3433995805044
FDX07,16.80489514704419,reg,0.10270972403395462,Frozen Foods,136.48899798369973,OUT022,2005,High,Rural,Shopping Complex,140.15334746974384
FDX05,9.933692172439098,Low Fat,0.07673501082714304,Baking Goods,95.80758617568975,OUT023,1990, Very High ,Tier 2,Grocery Store,
FDX12,10.555657628371911,Regular,0.011318734152242658,Hard Drinks,191.49250941681322,OUT025,1994,Very High,Tier 1,,1069.0870665306861
DRC09,10.155261380370654,reg,0.35,Meat,181.3590975046644,OUT029,1991,High,Tier 1,Hypermarket,1685.0316167595508
FDX10,13.141639990098858,LF,0.061911860001419725,Dairy,140.61170588352428,OUT037,1990,Small,Rural,DCO,708.5100632125967
FDX08,10.224331912694248,reg,0.06029426364773275,Seafood,222.08011324161913,OUT007,2001,High,Rural,Supermarket,1259.6913879641695
FDX01,13.613677078916371,reg,0.042788434898088354,Meat,209.330729780039,OUT057,1994,Small,Tier 3,DCO,1376.7215374967705
DRC12,7.099553534152797,reg,0.094080474109439,Fruits and Veggies,75.50149697857665,OUT005,1997,V. High,Rural,Grocery Store,60.0
DRC08,12.620268510612268,Low Fat,0.021927002060430106,Drinks,121.10977201403688,OUT046,1994,small ,Tier 2,Grocery Store,1357.9234267158113
FDN06,16.688239799962894,low fat,0.04001821795352484,Meat,66.72511365749129,OUT008,2006,Very High,Tier 3,Hypermarket,744.7843500992485
FDA22,11.231413436164079,LF,0.032509335659668216,Breakfast,239.65613597079306,OUT034,1998,Very High,Tier 2,Grocery Store,848.8488574751955
FDA09,14.424292840246055,reg,0.08102504232576835,Drinks,236.2021812061456,OUT007,1998, Medium ,Tier 1,Shopping Complex,686.0567490911778
DRC04,15.46635912826314,Regular,0.12960948223012778,Breakfast,207.48807207008048,OUT050,2004,Medium,Tier 2,Supermarket,1160.010903348989
FDN18,12.921376941430283,low fat,0.07689659934396974,Meat,166.0747127813225,OUT045,1999,High,Rural,Hypermarket,833.1722959017357
FDN09,3.5,No Fat,0.18262613142051165,Others,266.0297200745996,OUT048,2005,Very High,Tier 2,Supermarket,956.5078392387705
FDN18,9.587619740541399,Low Fat,0.10195238642200878,Starchy Foods,81.89934837336199,OUT019,1991,Very High,Tier 3,Supermarket,60.0
FDA18,13.67658019248977,Low Fat,0.12867325026663257,Baking Goods,,OUT011,1998,Very High,Rural,DCO,1080.0181015236567
FDN10,12.788085479539944,Low Fat,0.044704218285898024,Frozen Foods,25.0,OUT046,2005,SML,Tier 2,Supermarket,210.0812027407917
FDN03,13.52470775742769,LF,0.011212171649696116,Starchy Foods,76.76975593702058,OUT025,1997,Medium,Tier 2,Shopping Complex,
FDX16,11.045978566655224,Low Fat,0.04296332551705285,Meat,135.85709673649865,OUT058,1991,Very High,Tier 1,Grocery Store,1807.3468031565621
FDX01,8.150428540439897,Low Fat,0.011822672219207636,Seafood,120.60920477322459,OUT028,2005,Medium,Tier 1,Grocery Store,658.3833387135554
FDN03,9.312779136522904,Regular,0.04553325841527964,Meat,166.31614697800893,OUT051,2002,Very High,Tier 2,GroceryStore,1263.3528198934653
FDN12,7.540860614479137,Regular,0.03906200455506898,Meat,113.05533803351454,OUT012,1993,High,Tier 3,Shopping Complex,89.79309204692561
DRC08,12.378536367710995,Low Fat,0.11689472980536436,Vegetables,149.22461971767208,OUT018,1992,High,Tier 2,Grocery Store,1306.91931272005
FDX15,7.888924107111479,low fat ,0.06778123902203491,Meat,72.74440056574446,OUT057,2006,Small,Tier 3,Supermarket,846.232475912786
FDA09,9.411367437591009,LF,0.2887295444030667,Meat,174.35662071343424,OUT021,2003,Small,Rural,Hypermarket,1239.7659977737517
FDX15,11.576249591772944,No Fat,0.028199443960351473,Frozen Foods,129.6446534700421,OUT003,1992,Very High,Tier 3,Shopping Complex,542.565288317764
FDN01,15.18446113250836,reg,0.08256966924420785,Others,120.26688598761162,OUT013,2000,Very High,Tier 3,Grocery Store,730.0705905230969
FDN14,12.203891988266685,Reduced Fat,0.21136653519207113,Household,162.9323763395597,OUT006,2000,Very High,Tier 2,Hypermarket,1395.4726814537187
FDA05,10.963248126880943,Low Fat,0.017706134053651793,Starchy Foods,171.81978559943587,OUT055,2004,V. High,Tier 2,Supermarket,60.0
FDX10,13.01293172228042,reg,0.03481190092830886,Fruits and Veggies,,OUT031,2003,Very High,Tier 2,Shopping Complex,625.2946770546365
FDN11,18.18645625770504,,0.13222550788712453,Meat,127.16666354026107,OUT042,1999,Medium,Tier 2,Hypermarket,905.5392755645737
DRC11,11.349031461556832,low fat,0.06555187409759493,Frozen Foods,174.88211184928832,OUT044,2000,Very High,Rural,Grocery Store,832.9277950902892
FDA05,11.665536949349587,No Fat,0.01905105214457069,Meat,156.86006351101108,OUT033,1998,Medium,Tier 3,Shopping Complex,1213.8491263921387
FDA21,19.12262810734158,No Fat,0.04652362258274236,Fruits and Veggies,97.52430158067446,OUT006,2003,Very High,Tier 2,Supermarket,454.4629536421825
FDX14,7.928861422473798,reg,0.03307395977901411,Soft Drinks,80.87160181802439,OUT053,2007,Small,Tier_2,DCO,1075.5070095164729
FDX11,16.59728577110417,Low Fat,0.158038089317267,Meat,85.38197731022865,OUT001,2002,Small,Tier 2,Hypermarket,
FDA13,19.471944742203508,Regular,0.06539977600451564,Meat,222.13779123133122,OUT023,2004,Tiny,Tier 1,DCO,1522.9199337535847
FDA18,12.719765892083412,reg,0.21692636729339593,Seafood,165.2541982437525,OUT052,2002,Small,Tier_2,Grocery Store,1225.1144028306592
FDX13,22.416687159058952,Low Fat,0.18295654506183726,Meat,79.95670166671464,OUT006,1991,Very High,Rural,Shopping Complex,440.07100701524774
FDA20,11.606868587548565,low fat,0.03214736109243112,Starchy Foods,139.4550244650824,OUT027,1990,Very High,Rural,Hypermarket,696.7329142351775
FDA05,17.114903221418178,Low Fat,0.03208030197637796,Meat,195.42884893289244,OUT014,1997,Small,Tier_2,,983.6129877153221
FDN18,15.407730026243055,Reg.,0.027113070861190774,Vegetables,40.891644999419725,OUT032,2003,High,Tier 1,Hypermarket,149.9401616262524
FDA19,6.226270222569832,Regular,0.13421926550125587,Starchy Foods,175.39511797631883,OUT038,2001,Medium,Rural,Supermarket,
DRC12,8.843544479944113,Regular ,0.0642251982893721,Meat,184.38067214045284,OUT025,2002,Small,Tier 1,Hypermarket,614.487597369633
FDN12,12.897394504744701,No Fat,0.06211097297249559,Health and Hygiene,68.7489795549132,OUT029,1990,Very High,Tier 2,Shopping Complex,753.4275735747008
FDX15,13.88659365037935,reg,0.147964254960733,Breads,183.9953683965067,OUT050,1992,High,Rural,Dist. Center,828.5666898214965
FDA15,17.035581401602876,Low Fat,0.07199401991082996,Meat,106.49199409600533,OUT023,2005,Small,Tier 2,Shopping Complex,605.7956552330319
FDN16,19.842227234580157,reg,0.3261128517115541,Meat,199.46812727139502,OUT029,1994,High,Tier 3,GroceryStore,1200.093244208691
FDX11,12.434394612302892,L.F.,0.029464919003669533,Starchy Foods,219.34702812377517,OUT012,1998,High,Rural,Shopping Complex,782.9314430661897
FDX14,17.472654447619597,LF,0.038105030768947085,Health and Hygiene,133.45423070772455,OUT025,1993,High,Tier 3,Hypermarket,509.3554568077362
FDA02,17.598842349900575,low fat,0.17510002837460362,Meat,258.1202839383071,OUT017,1996,High,Tier 3,Shopping Complex,1585.089526204428
FDX17,10.870397449475838,LF,0.13953697012049923,Meat,228.69618971248332,OUT025,1999,High,Tier 3, Supermarket ,675.022018586916
FDA08,14.148802132414268,low fat,0.2482100783557344,Breads,167.37163514917654,OUT021,2004,High,Rural,Shopping Complex,1015.4619212681256
FDX12,18.240349486169187, low fat ,0.26037388899358915,Snack Foods,280.1124906110686,OUT051,2000,Very High,Tier 3,Hypermarket,1481.4764564313666
FDN06,14.3203376044692,LF ,0.04816626001827903,Frozen Foods,115.49134409270226,OUT026,1996,Medium,Tier 1,Hypermarket,245.07326766322427
FDA07,9.22829380203973,low fat,0.07271535350985897,Meat,194.04426289721152,OUT051,1999, Small ,Tier 2,Grocery Store,
FDX17,11.547034158428223,LF,0.16227896811805817,Starchy Foods,175.03072638278792,OUT057,2003,Medium,Countryside,Hypermarket,1483.0587287055955
FDA06,10.375636886259477,Regular,0.07670008921681919,Meat,119.94363063229993,OUT021,2007,HIGH,Rural,SuperMart,60.0
FDN18,19.247324479159097,Regular,0.05343113282150376,Meat,127.24993585723396,OUT027,2002,Small,Rural,Shopping Complex,372.3869529190395
FDX12,6.8157440952113975, No Fat ,0.04123025263458829,Meat,135.53371925590716,OUT017,1991,Small,tier-3,Hypermarket,1249.7626422909577
DRC07,14.21566644104752,LF ,0.07070767704314644,Meat,54.1341226868866,OUT027,1992,High,Tier 1,DCO ,365.62732856463504
FDN05,11.756281240652898,Regular,0.0483787170603492,Seafood,195.30627221974387,OUT021,2000,Very High,Tier 1,Supermarket,1690.002743594156
DRC06,3.5,low fat,0.03167919801562549,Soft Drinks,146.06940377803923,OUT001,1998,small ,Tier 2, Grocery Store ,1263.2572150016265
DRC06,,Zero Fat,0.08069365050283109,Others,189.52742307553842,OUT032,1990,Small,Tier 3,Grocery Store,1414.050908113524
FDN17,18.137624771395032,low fat,0.07268340840912886,Household,192.8545207847567,OUT003,1997,Small,Tier 2,Supermarket,1437.2802858113932
FDA10,13.661223117033183,NoFat,0.20948471571577448,Health and Hygiene,190.8232899696614,OUT032,2003,Medium,Tier 1,Hypermarket,1021.1118492408589
FDA13,14.467006443886879,reg ,0.030297450178007092,Meat,214.9563596075163,OUT046,1994,High,Tier 3,Hypermarket,872.2000183020409
FDN09,12.895340935490628,reg,0.04027826137828554,Dairy,203.79754820340824,OUT041,2007,Mega,Rural,Shopping Complex,1639.694674973915
FDN09,9.345371262063663,reg,0.07241494886667285,Breads,155.65309004642253,OUT005,2002,Small,Tier 3,Grocery Store,1182.8565723485528
FDX08,8.046087013121518,Regular,0.044626614463436534,Meat,274.3166112838281,OUT021,2000,High,Tier 1,DCO,1381.4325419495426
FDX08,9.831194477694517,Regular,0.09028853277662291,Snack Foods,102.81969698664403,OUT052,1995,Medium,,Hypermarket,522.379011960016
DRC09,11.405549057428216,LOW FAT,0.1086817973139245,Frozen Foods,141.39541728456177,OUT039,1998,High,Tier 3,Supermarket,371.86907775108705
FDX09,15.76265913477961,Low Fat,,Meat,111.75650641468167,OUT044,2006,High,Rural,Shopping Complex,842.91160164349
FDN11,,Regular,0.06547416931828658,Meat,211.80655868238472,OUT059,1990,Very High,Tier 3,Shopping Complex,1597.3314592476108
FDN10,15.651404794016138,low fat,0.10388275770884431,Breads,163.77351156813467,OUT054,1994,Small,Tier 1,Shopping Complex,860.0506388428936
DRC08,17.923704446238965,No Fat,0.06129052969201099,Meat,205.38277067278509,OUT032,2006,Small,Tier 3,Grocery Store,635.5808605817385
FDA22,15.611400026608573, No Fat ,0.02712182670739415,Meat,101.4353297322336,OUT028,1999,Very High,Tier 2,Hypermarket,778.5706641396421
FDX06,12.691836039556922,No Fat,0.12811967953288,Starchy Foods,25.0,OUT053,1992,High,Tier 2,Hypermarket,60.0
FDA15,21.05318949803079,LF,0.14217220854310753,Meat,210.27048436248998,OUT004,2002,Very High,Tier 1,Supermarket,810.6930656130867
FDX04,17.554334186757096,reg,0.35,Breads,175.55852594029577,OUT001,2000,Very High,Tier_2,Supermarket,2029.8985094627537
DRC13,8.20186673686361,low fat,0.049589604582626054,Meat,105.83719974672854,OUT042,2003,High,Tier 1,Shopping Complex,159.8438015866779
FDN09,15.842114279153758,No Fat,0.05633711138972029,Meat,141.4070554081188,OUT054,2004,Medium,Tier 1,,1385.7554259524163
FDA20,17.717513571496998,LF,0.2254517919693276,Meat,171.90390365976236,OUT015,2005,Medium,Tier 2,DCO,1334.6492167895733
FDA24,10.621967313796878,No Fat,0.06334978366565483,Health and Hygiene,132.360566595871,OUT025,2003,High,Tier 2,Shopping Complex,481.107701637255
FDN16,5.09363827544991,low fat,0.0580086159731568,Dairy,87.9254809375004,OUT009,2003,Very High,Tier 3,Supermarket,655.6511591587716
FDA19,12.415843909859689,Low Fat,0.07501687980757396,Breakfast,98.62727835615453,OUT044,1998,High,Tier 2,DCO,441.8213636507925
DRC14,12.641553353482182,Low Fat,0.035550861676623524,Frozen Foods,131.79232776479756,OUT056,1993,High,Rural,DCO,567.3630984334413
FDX10,12.655513067343815,low fat,0.045786390706995195,Meat,227.0735231745175,OUT024,1994,High,Tier 1,Shopping Complex,714.9002516038692
DRC05,14.144237973479592,low fat,0.06108678676487347,Drinks,105.00418183045326,OUT022,2000,Medium,Tier 1,Shopping Complex,901.7009345145441
FDN17,8.184039954585138,LF,0.15221248007930438,Snack Foods,,OUT045,1993,Medium,Tier 3,Supermarket,384.30949561735247
FDX01,13.090507728419736,No Fat,0.11203764178056848,Meat,189.9536885708632,OUT013,1997,Small,Tier 3,Shopping Complex,610.1462302928644
DRC08,18.549475564141495,LF,0.14779704257632797,Hard Drinks,112.81344648554165,OUT038,2000,Very High,Tier 2,Grocery Store,944.2609579748137
FDX12,14.963088682979562,Regular,0.027755710641615416,Meat,131.22282193552041,OUT052,2003,SML,Tier 2,Supermarket,
DRC01,9.522891111408457,reg,0.12571872623083394,Baking Goods,144.0303814600669,OUT036,1994,Medium,Tier 1,Hypermarket,817.0302511407352
DRC14,9.332045473262891,LF,0.02927424569058583,Drinks,188.02074812386624,OUT036,1992,Very High,Tier 2,DCO,1085.308976187933
FDA12,17.118639280112028,NoFat,0.050470127491335254,Dairy,88.02177114221853,OUT043,2000,High,Tier 3,Hypermarket,619.4094458901457
FDA13,,LF,0.06924361149014559,Meat,212.51683234970224,OUT020,2007,Very High,Tier 1,Shopping Complex,1003.778217664277
FDX12,16.898617798732065,,0.2047330067751101,Fruits and Veggies,107.72575429311469,OUT052,2005,Small,Tier 3,Supermarket,883.3619418802155
DRC11,15.557084785708792,Regular,0.11710441292756583,Meat,204.3736599014015,OUT014,2004,,Tier 1,Hypermarket,549.5421375933461
FDN14,12.462947085076104,Low Fat,0.2624700359803805,Frozen Foods,118.95100820842946,OUT047,2002,Small,Tier 1,Shopping Complex,1569.5159424031287
DRC05,19.229993439838687,Regular ,0.11577056989617368,Meat,157.98853253665482,OUT031,1991,Medium,Tier 3,Grocery Store,247.46233331298595
FDN09,12.31264265155098,Low Fat,0.05670881938059859,Snack Foods,182.65153120158502,OUT045,2000,High, Tier 3 ,Shopping Complex,2002.5281698236433
FDN02,16.722821368526883,reg,0.13358603199326471,Meat,199.18440713679436,OUT030,2005,Medium,Tier 1,Shopping Complex,1035.6773521240555
FDN17,14.355432565120662,LF,0.048682354802516044,Frozen Foods,188.00928302018386,OUT032,2003,Medium,Tier 1,Hypermarket,1190.7804446832777
FDA20,15.281269019567581,Regular,0.12787177125914745,Others,194.23845288695304,OUT014,2003,Medium,Tier 1,Shopping Complex,1201.0653179003086
FDN02,11.955406867502838,reg,0.08043726640961832,Health and Hygiene,199.07668952677497,OUT058,1998,High,Tier-1,Grocery Store,1204.2710257239642
FDN19,,Low Fat,0.26115711901457034,Dairy,261.11168472715514,OUT004,1994,High,Tier 2 ,Hypermarket,1204.4121723619585
FDN11,16.991845862529992,low fat,0.00855620903583601,Breads,56.431864779094866,OUT056,1993,High,Rural,Grocery Store,60.0
DRC05,9.394969421997423,reg,0.07113090956251227,Starchy Foods,193.9362063895757,OUT036,2007,Small,Tier 2,Supermarket,869.456717145675
FDN16,16.487696159424427,low fat,0.11310061982169684,Canned,159.736461409634,OUT010,1995, Med ,Tier 1,Hypermarket,880.4540496990253
DRC05,15.09861507229059,Regular,0.07556887000977652,Household,122.96564814406273,OUT030,2006,Mid-Size,Tier 2,Supermarket,1116.4467388173082
FDN02,16.661592493542205,low fat,0.1940798888790032,Meat,197.21316389759926,OUT031,2001,Very High,Tier 1,Grocery Store,1475.4064832309145
FDA06,18.999589601605997,low fat,0.05100490056170016,Soft Drinks,106.36326154889393,OUT058,1992,Small,Tier 3,Shopping Complex,160.70483611857748
FDN18,16.644634536543045,reg,0.11349468078168688,Meat,201.91768292856375,OUT015,2002,Small,Rural ,Supermarket,1513.1766943315986
DRC03,14.937081425559558,LF,0.00937292401370762,Vegetables,143.3741422271294,OUT005,1992,Very High,Tier 3,Grocery Store,60.0
FDN07,17.479289144246923,reg,0.09197834945516939,Health and Hygiene,59.68830684947186,OUT029,2002,Very High,Tier 1,Supermarket,644.9808541306468
FDX11,15.668114283204078,low fat ,0.07921589034123216,Meat,58.358108881141604,OUT047,1994, Medium ,Countryside,DCO,980.4883544249126
FDX07,9.995609162291425,low fat,0.03581450142466775,Snack Foods,141.30733152066622,OUT038,1998,High,Tier 2,Dist. Center,733.9786569942212
FDA08,13.220222311702862,reg,0.02786266709651758,Vegetables,156.54095053225458,OUT048,1993,Very High,Tier 2,Grocery Store,309.4174946948354
FDX16,10.023489279078923,Regular,0.07650501720345775,Starchy Foods,140.2315925918775,OUT027,1994,Medium,Tier 3,Grocery Store ,494.7537965877998
FDA18,12.283025681983458,No Fat ,0.061001458613492134,Soft Drinks,215.70133883797206,OUT016,1999,High,Tier 1,Hypermarket,74.4128113047193
FDN05,15.76260516164421,Regular,0.05070395081870659,Soft Drinks,82.27609018083096,OUT058,2007,High,Tier 3,Hypermarket,18.645765176003295
DRC14,8.776646648789207,LF,0.09441918324444193,Meat,899.886241681605,OUT019,1994,Very High,Rural,Shopping Complex,1634.6496039820397
FDX06,17.12737235743902,LF,0.09691317023069525,Soft Drinks,139.63308169851737,OUT012,2006,V. High,Tier 1,Grocery Store,1060.9444301379203
FDX02,14.451022269490501,reg,0.07099299730535161,Meat,187.5382583658562,OUT040,1995,Very High,Tier 2,Grocery Store,
FDN01,11.61744251797958,Regular,0.16072239170480224,Snack Foods,,OUT006,1996,High,Rural,Grocery Store,1240.7360049607312
DRC12,10.434796468736932,No Fat,0.2266799033764582,Health and Hygiene,164.8880875020693,OUT017,1992,Very High,Tier 1,Hypermarket,1208.0297069755106
FDA21,13.165001397421202,reg,0.12325828175528256,Vegetables,72.95569538093623,OUT049,1995,Small,Rural,Grocery Store ,515.5320277796791
DRC05,7.337133338701621,Low Fat,0.03867635669238838,Meat,272.73036276224923,OUT035,2003,Medium,Tier 3,Hypermarket,1011.9795280351186
FDA09,13.6671755985485,Regular,0.023102432144896698,Dairy,71.47803040128211,OUT010,1992,Small,Rural,Hypermarket,375.81966478851973
FDX06,14.45339107715003,low fat,0.2137822042545772,Meat,199.46990176600548,OUT059,1997,Small,Tier 1,Supermarket,991.391655660979
FDN09,9.875160573633401,Low Fat,0.024383783510487436,Fruits and Veggies,94.77876442220989,OUT026,1992,Medium,Countryside,Grocery Store,920.3770484022505
FDA17,15.849960789271172,reg,0.018429520347225063,Snack Foods,88.72472046309852,OUT048,1991,Small,Rural,Supermarket,546.5531441925976
FDA23,7.059182473350248,Regular,0.1664148208664396,Seafood,255.60613202735067,OUT029,2007,V. High,Tier_2,DCO,2089.9089913463167
DRC11,9.799007709566126,No Fat,0.1064941155589786,Dairy,185.03845655449214,OUT039,1992,Tiny,Rural,Hypermarket,691.5561139436741
DRC14,13.663607574295792,Low Fat,0.09115736058623099,Dairy,,OUT007,2005,Very High,Rural,Supermarket,1308.4750244075003
FDA15,14.160498015059943,,0.035027581560565284,Seafood,2.9871530616544715,OUT014,2007,High ,Rural,Hypermarket,1112.8755666798359
FDX15,13.433952937423227,Low Fat,0.2582601296087728,Household,73.82336229251669,OUT055,2003,V. High,Countryside,DCO,1074.297808760452
FDN18,16.474864529854717,LF,0.04302627512868284,Breakfast,168.307154172176,OUT048,1996,V. High, Tier 1 ,Shopping Complex,768.4725715775069
FDN02,14.38333762873018,No Fat,0.07100681950411536,Soft Drinks,,OUT049,1992,Medium,Tier 1,Supermarket,788.4979970193243
FDA24,8.631874733580602,reg,0.18307462580558123,Meat,207.0556716938318,OUT031,2001,High,Tier 2,Supermarket,885.5510625495514
FDA06,15.136346310834316,No Fat,0.2231735210662977,Meat,151.84286753496372,OUT022,1996,Medium,Tier 3,DCO,415.04895338095344
DRC06,15.279647471524129, No Fat ,0.1552349450044466,Seafood,168.2148451398796,OUT008,2007,Very High,Tier 1,DCO,1242.0612205377276
FDA02,15.572264856467662,LF,0.07211878902279131,Hard Drinks,142.396991035186,OUT053,1999,Small,Tier 2,Hypermarket,262.4483113540781
FDA20,11.600583298187912,No Fat,0.028171681737266054,Baking Goods,170.56741475654158,OUT005,1992,High,Tier 1,DCO,60.0
DRC06,11.391182919657743,low fat ,0.02035567486612736,Fruits and Veggies,182.89552417008514,OUT030,2003,Very High,Tier 3 ,DCO,60.0
FDX14,8.122648202661633,low fat,0.05950176133618077,Snack Foods,173.15965547819013,OUT057,1997,High,Tier 2,Hypermarket,632.9164024223787
FDX01,11.711367903680117,Low Fat,0.04378539059275968,Others,192.8088897624508,OUT043,2003,Small,Tier 3,DCO,1509.8534219841301
DRC09,23.092541065268236,reg,0.04939361030335445,Household,259.7114883253308,OUT046,1999,small ,Rural,Shopping Complex,1287.4458544211661
FDA19,22.698308164762498,low fat,0.08372759834963212,Starchy Foods,55.80677541750153,OUT044,1991,Small,Tier 2,,702.4133776570301
FDA21,17.8668522826263,LF,0.013319266581175269,Fruits and Veggies,77.74709692088328,OUT043,1997,Very High,Rural,Supermarket,351.4889439477303
FDX15,18.448728897629323,reg,,Frozen Foods,223.58356546669057,OUT007,2000,Medium,Tier 3,Supermarket ,1966.115243378832
